study_opaque_id,reference_id,level_if_known,reference_source,sagittal_source_role,axial_series_opaque_id,best_axial_slice_physical_index,raw_coordinate_distance_mm,best_distance_mm,distance_validated,distance_interpretation,second_best_distance_mm,candidate_count_under_2mm,candidate_count_under_5mm,inside_fov,same_frame_of_reference,frame_relationship_status,orientation_valid,spacing_regular,geometry_confidence,status,warnings
206aa67ee4e6,manual_ref_sagittal_center_mid_slice,,manual_reference,sagittal_t2,b65eca7cfbbc,12,0.6466633303600027,0.6466633303600027,False,UNREGISTERED_CROSS_FRAME_EXPLORATORY,4.853311630349536,1,2,True,False,DIRECT_CROSS_SERIES_MAPPING_NOT_VALIDATED,True,False,0.5,matched_unregistered_cross_frame,different_frame_of_reference; distance_not_dicom_validated_exploratory_only
