series_a,series_b,orientation_angle_deg,center_distance_mm,physical_overlap_estimate,same_frame_of_reference,frame_relationship_status,geometry_numerically_compatible,spatial_relationship_dicom_validated,warnings
28ea4937243f,25aa08338722,0.0,0.0,1.0,False,DIRECT_CROSS_SERIES_MAPPING_NOT_VALIDATED,True,False,different_frame_of_reference_uid_per_series; spatial_relationship_not_dicom_validated_numeric_only
